AccessionName	Accession_ID	Surroundingcoverage	Windowcoverage	TDcopy
F1-201	3968	12.8602132622	28.468164794	2.21366195206
F1-201	3968	12.8602132622	29.7303370787	2.31180746947
F1-201	3968	12.8602132622	26.9800249688	2.09794537762
F1-203	3968	11.8580807741	21.3895131086	1.80379215795
F1-203	3968	11.8580807741	19.3533083645	1.63207762987
F1-203	3968	11.8580807741	21.5543071161	1.81768934845
F1-203	3968	11.8580807741	22.2421972534	1.87569959062
F1-203	3968	11.8580807741	23.3782771536	1.97150597968
F1-203	3968	11.8580807741	25.684144819	2.16596136494
F1-203	3968	11.8580807741	23.7353308365	2.0016165591
F1-203	3968	11.8580807741	26.6192259675	2.24481739286
F1-203	3968	11.8580807741	32.822721598	2.76796238982
F1-203	3968	11.8580807741	27.9987515605	2.36115372243
F1-203	3968	11.8580807741	23.0724094881	1.94571195185
F1-203	3968	11.8580807741	24.2759051186	2.04720355521
F1-203	3968	11.8580807741	21.7066167291	1.83053372149
F1-203	3968	11.8580807741	18.6329588015	1.5713300623
F1-203	3968	11.8580807741	23.1672908864	1.95371336457
F1-203	3968	11.8580807741	27.9825218477	2.35978505973
F1-203	3968	11.8580807741	23.6242197253	1.99224648368
F1-203	3968	11.8580807741	20.2072409488	1.70409034428
F1-203	3968	11.8580807741	24.2709113608	2.04678242822
F1-203	3968	11.8580807741	28.7528089888	2.42474389715
F1-203	3968	11.8580807741	27.9725343321	2.35894280576
F1-203	3968	11.8580807741	26.8589263421	2.26503148813
F1-203	3968	11.8580807741	28.1348314607	2.37262943277
F1-203	3968	11.8580807741	26.3171036205	2.21933921027
F1-203	3968	11.8580807741	26.7765293383	2.25808289288
F1-203	3968	11.8580807741	25.6304619226	2.16143424985
F1-203	3968	11.8580807741	24.4619225968	2.06289053539
F1-203	3968	11.8580807741	25.7028714107	2.16754059114
F1-203	3968	11.8580807741	25.7378277154	2.17048848003
F1-203	3968	11.8580807741	21.9101123596	1.84769464613
F1-203	3968	11.8580807741	18.986267166	1.60112479648
F1-203	3968	11.8580807741	21.0187265918	1.77252347933
F1-203	3968	11.8580807741	25.9288389513	2.1865965872
F1-203	3968	11.8580807741	29.0624219725	2.45085377021
F1-203	3968	11.8580807741	26.6342072409	2.24608077381
F1-203	3968	11.8580807741	23.7153558052	1.99993205116
F1-203	3968	11.8580807741	25.9413233458	2.18764940466
F1-203	3968	11.8580807741	22.936329588	1.93423624152
F1-203	3968	11.8580807741	17.0124843945	1.43467435571
F1-203	3968	11.8580807741	18.4419475655	1.55522195513
F1-203	3968	11.8580807741	24.024968789	2.02604192422
F1-203	3968	11.8580807741	26.5493133583	2.23892161507
F1-203	3968	11.8580807741	24.6279650437	2.07689300764
F1-203	3968	11.8580807741	20.54556804	1.73262169751
F1-203	3968	11.8580807741	20.5106117353	1.72967380861
F1-203	3968	11.8580807741	26.570536829	2.24071140476
F1-203	3968	11.8580807741	25.9400749064	2.18754412292
F1-203	3968	11.8580807741	22.1672908864	1.86938268585
F1-203	3968	11.8580807741	20.0649188514	1.69208822521
